Map,Agent1,Agent2,Agent3,Agent4,Agent5
Pearl,Harbor,Clove,Deadlock,Reyna,Jett
Pearl,Brimstone,Reyna,Clove,Jett,Deadlock
Pearl,Astra,Clove,Sage,Jett,Neon
Pearl,Viper,Clove,Sage,Reyna,Phoenix
Pearl,Astra,Reyna,Clove,Jett,Deadlock
Pearl,Omen,Jett,Clove,Deadlock,Reyna
Pearl,Astra,Clove,Reyna,Jett,Deadlock
Pearl,Brimstone,Clove,Jett,Chamber,Reyna
Pearl,Brimstone,Clove,Jett,Deadlock,Reyna
Pearl,Astra,Jett,Deadlock,Clove,Breach
Pearl,Harbor,Clove,Jett,Gekko,Deadlock
Pearl,Viper,Reyna,Clove,Jett,Sage
Pearl,Brimstone,Clove,Reyna,Jett,Sage
Pearl,Viper,Clove,Sova,Deadlock,Reyna
Pearl,Brimstone,Jett,Clove,Neon,Deadlock
Pearl,Harbor,Clove,Jett,Sage,Reyna
Pearl,Astra,Jett,Clove,Reyna,Sage
Pearl,Viper,Clove,Jett,Deadlock,Sage
Pearl,Harbor,Clove,Deadlock,Reyna,Jett
Pearl,Clove,Reyna,Neon,Killjoy,Deadlock
Pearl,Brimstone,Jett,Reyna,Clove,Sova
Pearl,Astra,Clove,Reyna,Jett,Sage
Pearl,Brimstone,Clove,Jett,Reyna,Deadlock
Pearl,Brimstone,Jett,Clove,Neon,Sova
Pearl,Omen,Sage,Jett,Clove,Tejo
Pearl,Omen,Clove,Deadlock,Neon,Jett
Pearl,Astra,Clove,Reyna,Jett,Deadlock
Pearl,Clove,Reyna,Sage,Phoenix,Breach
Pearl,Omen,Jett,Reyna,Clove,Deadlock
Pearl,Brimstone,Clove,Reyna,Jett,Sage
Pearl,Omen,Clove,Neon,Reyna,Killjoy
Pearl,Omen,Clove,Jett,Sage,Deadlock
Pearl,Viper,Jett,Sage,Reyna,Clove
Pearl,Brimstone,Clove,Cypher,Deadlock,Jett
Pearl,Viper,Clove,Neon,Raze,Deadlock
Pearl,Brimstone,Jett,Sage,Clove,Iso
Pearl,Brimstone,Clove,Tejo,Jett,Reyna
